eSAm iSir;AsaH adr;uhaH
tIvr;am duh;anti ;adriBiH
zuSm;I As;adam v;eti
t;am hinvanti madacy;utam
v;qSA ay;am mat;avAn
s;UraH ;A ;iSaH
n;a m;arjyaH t;am
asm;e indo svAB;uvam
vqSAyate kqt;Ani ;it
D;ArA p;invamAnA div;e-dive
sut;aH pav;itram p;ari
Dvasr;ayoH puruS;antyoH ;A
b;ADaH ;apa dvay;um
sah;asrAZi dadmahe t;arat
zUS;aH eti r;oruvat
;aDi sv;ani reB;aH
priy;A div;aH pad;am
d;akSEH punIhi naH
Diy;A z;amI sacate
s;omam dev;eByaH ;indum
;AyuDA g;aBastyoH sv:ar
gaCatu te m;adaH
k;ArSman vAj;I n;i
s;a v;izvA dAz;uSe
mitr;aH n;a darzat;aH
nad;ISu ;A uz;antam
ugr;am d;akSAya s;ADanam
aB;i v;izvAni v;AryA
div;aH hinv;an qt;asya
;indram r;aTAH iva
;aDvaryo ;adriBiH sut;am
y;adi mqj;anti s;ugaBastayaH
kqSZ;A t;amAMsi j;aVGanat
deva AyuS;ak ;indram
baDir;AH ahAsata qt;asya
sicyate pav;itre dakSas;ADanaH
;A mitr;Av;aruZA B;agam
pav;itre vicakSaZ;aH h;ariH
s;omAH divy;Ani p;ArTivA
p;AjaH ;A dade
p;avamAna svADy:aH ;A
vAzr;aH avIvazat ;A
vrat;eSu jAgqhi apaGn;an
sAhv;An p;qtanAsu z;atrUn
ap;aH v;i gAhate
sumn;e iS;ayan ;upAvasuH
ur;oH ;A naH
papqcAn;asya te r;asaH
tm;an pUS;A iva
parZ;inaH n;ABA pqTivy;AH
kal;azeSu sIdati adB;iH
;indrasya h;Ardi somaD;Anam
v;anAnAm s;omaH pav;itram
duhe kSIr;am sarp;iH
ray;im y;ena v;anAmahE
pqTivy;AH ;qSiH v;ipraH
sUr;iH ;anDasA tv;am
priy;am gir;A ;azvaH
Ay;uBiH pr;ayasvAn pr;ayase
g;oBiH mqjyate ;adriBiH
v;aruZasya vrat;Ani bqh;at
v;aMsu sIdati s;a
aB;iSwutaH pav;itram ;ati
pr;ati drAp;im amuYcaTAH
vqSw;im div;aH zat;aDAraH
te indo m;adeSu
maG;avA maG;avadByaH indo
saKy;am Ay;an sah;asraDAraH
anukAm;am c;araZam trinAk;e
krAZ;A s;inDUnAm kal;azAn
pracet;ayan arSati v;Acam
rAy;e akramuH hinvAn;AsaH
kqZv;antaH v;arivaH g;ave
v;qSA k;anikrat arSati
DIt;im qSiS;Aw avIvazat
indo h;iraZyavat ;azvAvat
s;omaH v;Ajam iva
soma varD;ayan sut;aH
;arSa soma dyum;attamaH
;A y;onim s;omaH
;A ;indrasya kukS;A
ay;am s;a y;aH
paT;A y;adi tuYj;anti
rakS;asaH s;adAMsi punAn;aH
s;am I r;aTam
pav;itre s;argaH n;a
asm;aByam vqSw;im ;A
b;qhasp;ate rav;aTena v;i
pav;itram ;ati avy;ayam
m;ahoBiH k;anikradat p;ari
v;ArAZi avy;ayA g;oBiH
;ixAnAm s;omaH y;aH
gaCati r;aZA y;aH
y;at te pav;itram
s;omam akSaran t;AH
svan;aH vAZ;asya codaya
k;ozam arSati ;induH
DqSZo ;A ruja
yemAn;aH haryat;aH vicakSaZ;aH
ket;um kqZv;an div;aH
t;am marjayanta suv;qDam
;A mandr;am ;A
soma ;anDasA makS;UtameBiH
aB;iSwutaH pav;itram soma
d;uraH vqDi ;ati
pavate m;adAya n;qBiH
sut;aH p;ayaH y;at
dakSas;ADanaH dev;eByaH pIt;aye
sAsahv;An soma z;atrUn
DAvati usr;A veda
zukr;AsaH vIray;A Az;avaH
ev;a am;qtAya mah;e
;aZvyA Diy;A t;am
p;ari ;indo v;izvABiH
Ay;uBiH urugAy;aH kav;ikratuH
;upa yAta p;ibaDyE
kav;iH aB;iSwutaH pav;itre
aBavaH mah;An ;indo
Avat m;anum d;asyave
Im pit;uH j;Am
cetayate ;anu dy;uBiH
sicyate marmqjy;amAnaH Ay;uBiH
soma vIr;avat v;Ajam
eS;a pratn;ena v;ayasA
n;qBiH s;omaH v;Ajam
sv:arpatI ;indraH ca
sahasr;iZam y;e s;omAsaH
s;UrAH ;aZvam v;i
soma m;qDaH jahi
suvAn;aH yAti kav;ikratuH
j;AgqviH h;ariH opaz;am
vrat;e saj;oSasaH v;izve
;indram v;qSA sut;aH
;atra kart;am ;ava
g;avyUtiH ;aditeH qt;am
;arvantaH n;a zravasy;avaH
arSa pav;itre ;A
m;aDu kSarat ;indrasya
qt;asya n;Avam ;A
punAn;aH kal;azeSu ;A
y;onim qt;asya sIdasi
n;u n;avyase n;avIyase
dr;aviZAni arSasi jah;i
avy;aye s;omaH punAn;aH
;A ;indrasya jaW;are
;ajItim pr;a te
priy;aH vqtrah;A devav;ItamaH
Urm;iZA devAvy:am m;anuSe
vAj;inam Urjayanti c;atasraH
anum;AdyaH n;qBiH h;ariH
mad;intamaH matsar;aH indrap;AnaH
aruS;aH n;a yujyate
hit;AH n;a s;aptayaH
ray;im pqT;um y;ayA
goj;it azvaj;it vizvaj;it
mat;IH v;eH n;a
pqTivy;AH janit;A agn;eH
kradaH h;ariH ;A
saKAyaH m;adAya punAn;am
b;iBratam v;qSA v;i
sacate payov;qDA t;am
ukTy:am suS;ahA soma
Aduh;uH y;adi mqj;anti
g;onAm jajYAn;aH s;Uryam
m;eDiraH svaD;ayA pinvate
uttam;am hav;iH ;upa
B;uvanAni arSati aMz;um
puruB;USu n;avyaH zriy;e
n;a y;aH v;ane
v;izvam ;Aryam apaGn;antaH
asm;aByam ;arAvA qB;uH
hit;am asm;e Dehi
pav;itram arciv;at ;agne
s;a mqjy;amAnaH kav;iBiH
vrat;am mah;aH samudr;am
v;qSA pavasva devay;uH
;avye yaz;astaraH yaz;asAm
d;IDitim pr;a aDvar;e
santi pUrv;IH viSwamB;aH
m;qDaH jahi ;aTa
avIvazat y;aH s;Uryasya
;ayuktAH ;atyAsaH n;a
arSa eS;a suvAn;aH
t;am j;ahAti vavr;im
s;arasvatI duhe kSIr;am
;A s;a pavasva
asarat s;am adB;iH
suvAn;aH akSAr ;induH
k;Avyena sv:arcanAH ;indrAya
y;uvAnam AhutIv;qDam ;aganma
B;arAya kAr;iZaH punAn;aH
Den;UH vAzr;aH avIvazat
m;aDvaH ay;Asam h;arim
v;izvAni aB;i s;OBagA
asi s;a zuSm;I
janiSwa rodasI dev;aH
;IzAnaH ;ojasA sah;asraDAraH
B;uvanasya r;AjA draps;An
s;omaH hinve parAv;ati
p;ArTivA pUy;amAnaH aB;i
ray;im m;imIte asya
k;ozam maDuzc;utam ;asqgram
AyuS;ak ;indram gaCatu
s;am usr;iyABiH pratir;an
sah;asrAZi ca d;admahe
vicakSaZ;aH sapt;a sv;asAraH
;azvyam sah;asradAtu pazum;at
zr;avaH citr;eBiH yAsi
et;e v;izvAni v;AryA
eS;a sy;a D;ArayA
n;a jAr;aH aB;igItaH
Danva z;ucim te
Dehi z;atruSu p;avamAna
p;avamAnaH kira v;asu
razm;iBiH p;ari naH
srava parj;anyavqdDam mahiS;am
pyAyasva s;am etu
v;Aram ;avyam arSati
kS;ara sahasr;iZIH ;iSaH
kal;aze akSarat m;aDumAn
gir;A ;azvaH n;a
puruv;AraH adB;iH m;aryaH
;iSam ;Urjam ca
As;adam s;a pavasva
UrZuhi v;i v;AjAn
saD;asTeSu mah;aH div;aH
;agan Aj;im y;aTA
s;omaH p;atiH rayIZ;Am
pratn;aH aB;i rakSati
D;ArayA ;indrAya p;Atave
te v;arZam aB;i
Im v;izvA nahuSy:AZi
vAy;ave et;e asqgram
DIt;ayaH vAvazAn;AH anUSata
u mat;iH pqcy;ate
uS;asam n;a s;UryaH
;apa ;amIvAm b;ADamAnaH
ayAsIt s;Idan mqg;aH
;indavaH aB;i v;izvAni
j;anmane qt;ena y;aH
;apatyam ;A duhe
;indram gaCatu te
;aTa id;am v;izvam
raTaj;it hiraZyaj;it svarj;it
;indoH p;avamAnasya ;anu
v;asavaH Diy;A v;izve
divy;am nqc;akSasam s;omam
r;aMhamAZaH p;uraMDyA ;ajIjanaH
d;aDat r;atnAni dAz;uSe
;asarat B;ojanA pUy;amAnaH
;A v;izvA vqtr;AZi
arSati viGn;an r;akSAMsi
div;aH p;ari b;qhasp;ate
kav;iH s;inDoH Urm;O
spar ;A d;akSiZA
;aDi y;at asmin
eS;a vizvav;it pavate
marmqjAn;am mahiS;am n;a
;indram s;omasya pIt;aye
y;aH r;odasI uB;e
cit tvA aps;u
;indavaH ;indra s;omAH
aB;i vraj;am tatniSe
p;ari yanti ket;avaH
indo v;qSA sut;aH
srava y;aH te
t;AH upaSw;ut ay;am
p;avasva v;AjasAtaye aB;i
v;ane pUrv;IH h;i
v;eH n;a druS;at
r;asaH madir;aH mamattu
sah;asravarcasam ;induH ;atyaH
praTam;aH DAmaD;AH asi
div;aH asy;a p;atim
n;a vAjas;qt k;anikranti
sahasr;iZam ray;im g;omantam
ca m;atsi mitr;Av;aruZA
m;aDoH v;i aznate
qt;asya DIt;im qSiS;Aw
k;Amasya y;atra Apt;AH
s;avanAni vivyacuH y;am
yat;aH aB;i dr;oZAni
paT;A D;arman qt;asya
pUy;amAnaH pr;ati dev;An
Ayan v;aram ;A
yuts;u praTam;aH pqCate
azv;inam ;indo vizv;Ayum
iva suvrat;aH zyen;aH
rocan;A div;aH p;avamAnaH
vqtrah;A v;qSA sut;aH
pr;a suvAn;AsaH bqh;addiveSu
n;a pr;a yaMsat
mat;I puruSwut;asya k;ati
;acikradat kal;aze devayUn;Am
D;ArayA pqSW;eSu ;A
yaz;asA g;avAm dAn;Aya
rAy;e arSa pav;itre
vats;am jAt;am n;a
v;asyasaH kqDi s;ana
ant;ar ;A br;ahma
punIhi naH uB;AByAm
v;Aram p;ari eti
v;AryA v;asUni h;astayoH
dazasyati Av;iH kqZoti
n;qz;aMsaH ur;u ant;arikSam
soma pavamAna pUyase
upanAy;am eSAm s;a
zukr;aH pIy;USaH saty;e
n;a pipye ;arZasA
pary;ayAH v;Ajam indo
soma y;aH pAvamAn;IH
t;anA car;uH n;a
d;aza kS;ipaH hinv;anti
pav;itre akSaran punAn;aH
bahul;am purusp;qham p;avamAna
dev;eByaH tvA v;qTA
DIt;ayaH ;aCa samudr;am
qt;asya v;iH Barat
rakS;asaH pAti j;AgqviH
arSa ;indrasya indo
asqkSata pav;itram ;ati
div;aH zat;aDAraH vicakSaZ;aH
;azvAn raT;inaH deva
iva har;itA yAti
jan;ayan mat;im kav;iH
p;ari siYcata ;azvam
n;a v;izaH ap;aH
;atyam iva vAj;inam
pAvak;ayA pariprasy;andate sut;aH
s;a cetati hinvAn;aH
soma zrav;Ayyam priy;aH
s;aniSyadat aBy-:aBi h;i
j;Etrasya cetati y;aTA
;aZvyA vagn;um iyarti
s;antA praTam;am v;i
s;aKA s;aKiByaH Ut;aye
punAn;aH tanv:am arep;asam
m;aDu samIcIn;AH anUSata
;uttaraH s;Idan v;aneSu
tok;am ca t;anayam
v;izvAni kqZv;an sup;aTAni
dev;aH n;a y;aH
asi soma ;indraH
v;AjaganDyam san;ema v;Ajapastyam
aDvary;uBiH g;uhA hit;am
vanavat vanuSyat;aH ;induH
pavasva s;anitA D;anAni
n;a vAjay;uH dev;aH
vahne adButa s;a
v;i rocaya kr;atve
;A dade s;a
;ati devay;uH p;avasva
up;asTe ;aditeH ;aDi
ca m;Am punIhi
pavamAna niZy;e v;izve
vid;e n;ayan qt;asya
priy;am ev;a naH
p;avamAnaH Urm;iZA t;ava
aB;i zrIZanti v;asuBiH
naH soma s;ahaH
jy;otiSA AvIt y;ena
g;oBiH v;qSaZam r;asam
v;areZyam ;A v;ipram
daDe vidv;An s;a
et;e asqgram Az;avaH
sahasras;AH vAjay;uH dev;avItO
s;adanAni ;aCa vIt;I
d;ivam ay;am v;izvAni
vizv;ataH p;avamAna qt;uBiH
sarvaD;AH asi p;ari
rut;am BiS;ak brahm;A
huve p;avamAnaH ;indraH
rUp;am kqZute v;arZaH
s;omaH pavate AyuS;ak
Datt;a ray;im asm;e
dv;iSaH jahi apaGn;antaH
gAtuv;it ;A kal;azAH
pavasva m;aDumAn c;AruH
n;a v;arcase Bara
p;avamAnam ;akSitam goj;it
z;uciH jAt;aH jAt;e
svarv;idaH suSvAZ;AsaH v;i
p;avamAnaH z;qVge z;izAnaH
Iyate vAj;I zuBr;eBiH
sasqv;AMsaH n;a zazramuH
mat;iBiH p;ariSkqtam ;avye
asvaran vasuv;idaH et;e
aB;i priy;A div;aH
v;asvaH ;utsam vIr;am
asadaH c;AruH qt;Aya
p;avamAnaH s;a cetati
rocan;A r;ohan n;a
;A aB;i g;AvaH
;indrAya matsar;intamaH cam;USu
viz;e m;ahi z;arma
c;Arum ;ajIjanan kav;im
qt;asya sIdata p;ari
soma rirIhi naH
madir;aH mamattu pr;a
tv;am deva z;azvate
tv;am v;asUni puSyasi
zoBate v;qSA kav;iH
s;iSAsan raTir;aH g;aviSwiSu
D;ArABiH ;ojasA barh;iH
;etazaH pad;am yujAn;aH
aB;i n;aram DIj;avanam
sut;AH im;e v;qSaZam
samiT;e tv;otayaH eS;a
v;areZyaH t;ena pavasva
div;aH lok;AH y;atra
soma ;aviDat m;anaH
r;aTye y;aTA Aj;O
haryat;aH h;ariH gqZAn;aH
priy;aH kavIn;Am mat;I
pav;itreBiH p;avamAnaH nqc;akSAH
indo ray;im ca
soma D;ArayA dev;eSu
D;ArayA soma vizv;ataH
s;omAsaH ;indavaH pr;ayasvantaH
et;e D;AmAni ;AryA
sam;atsu sAsah;iH ;aTa
pavasva p;ari p;ArTivam
v;i aKyat r;odasI
priy;am ;agan Aj;im
h;ariH aMz;uH pav;itre
indo aB;i dev;avItim
n;a s;AnO aMz;um
yajY;asya pavate m;aDu
s;inDUnAm pavate p;atiH
AhuH supraj;AH ;iti
r;AjA iva dasm;aH
arSati t;am I
r;aTyaH yaTA pav;itre
;it ;indraH m;adeSu
;upa yAti niSkqt;am
s;adaneSu sIdati marmqjAn;aH
v;i aznate p;avamAnasya
adaDAvat ;arvA tigm;e
svADy:aH svarv;idaH suSvAZ;AsaH
sqjAn;aH ;atyaH n;a
vraj;am tatniSe g;avyam
ay;A s;omaH sukqty;ayA
pr;a yuj;aH vAc;aH
san;aye hiyAn;aH ;Apat
durit;Ani viGn;an ;aDi
pr;a vandit;uH indo
;indum ;indrAya pIt;aye
viSwamB;aH uttam;aH p;ari
Diy;A hit;aH aB;i
siYcata ;indrAya m;aDumattamam
s;a cit viveda
asya pit;aram ;A
;indrAya sicyate m;aDu
Ag;aman j;anyAsaH ;upa
r;AjA dev;aH qt;am
mitr;Aya v;aruZAya ca
adr;uhaH priy;am ;indrasya
;indrAya matsar;aH d;aDAnaH
priy;A Buvat ;aDa
asadat zuBr;am ;anDaH
puruS;antyoH ;A sah;asrAZi
s;ana sv:ar v;izvA
d;aDAnaH indriy;am r;asam
svard;qzaH y;onO qt;asya
v;aha B;agattim Ut;aye
y;onA vasat;O iva
y;aH ugr;eByaH cit
eS;a v;iprEH aB;iSwutaH
iva B;areSu jigy;uSAm
h;ariH agreg;aH r;AjA
;adrimAtaram v;qSA pav;itre
sumat;im yAti ;aCa
;atyaH n;a vAj;I
svara D;anva pUy;amAnaH
r;aZanti DIt;ayaH triD;AtuBiH
v;qSA k;anikradat daz;aBiH
;A Bara ay;A
tr;I s;a pav;itrA
vqtr;AZi aprat;i jaG;Ana
aBizr;iyaH n;idaM-nidam pavamAna
s;a supr;aketaH aB;i
v;i avy;ayam v;Aram
ca naH k;im
Bava s;anemi tv;am
y;aH usr;iyAH ;apyAH
mah;e ;indrAya soma
cit janap;Anam ;akSitam
ev;a te indo
m;Am Dehi pavamAna
asya t;am j;ahAti
y;am tvA vAjin
D;AmAni ;akramIt t;am
pav;itre ;A v;Acam
saty;aH s;amitIH iyAn;aH
;A ant;arikSyA ;A
pun;Ata dakSas;ADanam y;aTA
yaz;asaH j;ane v;izvAH
;A av;Ahan navat;IH
s;am d;akSeZa m;anasA
eti niSkqt;am upapr;utam
g;oSu tiSWati div;aH
t;ava pratn;eBiH ;aDvaBiH
pram;e s;acA vrat;Ani
s;inDuH g;iraH s;omaH
vIr;eZa vIravaH aB;i
aBizastip;AH B;uvanasya r;AjA
vasuv;idaH et;e pUt;AH
dev;AnAm ;upa yAti
anUSata g;oBiH te
n;aktoS;AsA n;a darzat;e
pur;i camv:oH vizat
div;aH ;adrimAtaram v;qSA
soma ps;arase indrap;AnaH
pavate rAy;e oky:aH
;indram codaya d;Atave
m;aDumattamaH tv;Am rihanti
saMv;asAnam viv;asvataH p;atim
v;asAnaH p;ari g;oBiH
yAhi D;ArayA sut;aH
mIXvaH qtavAk;ena saty;ena
azvas;AH asi s;ammizlaH
sIdasi p;avasva soma
dev;atAte pavasva mah;e
mitr;Aya v;aruZAya z;aMtamaH
;indrAya pavate sut;aH
;etazaH kr;atvA d;akSasya
D;anaM-Danam ;aDi dy;Am
aBavaH vicakSaZa s;oma
n;AvaH suk;qtam apIparan
v;ahnim mar;utaH gaZ;ena
aB;i s;OBagA viGn;antaH
dev;AsaH zqZ;avan h;i
p;ari priy;aH tv;am
DarZas;iH kr;andan y;onim
sunv;anti s;omam ;adriBiH
p;avasva bqhat;IH ;iSaH
soma m;aDumAn qt;AvA
mAMzcatv;e indo s;arasi
p;Antam ;A purusp;qham
s;argaH n;a takti
sah;a m;A te
vqDi ;asqkSata pr;a
arSasi g;omataH punAn;aH
;indrAya soma vqtrah;A
D;Ama mahiS;aH vivakti
n;a jUt;aH purum;eDaH
t;am g;ATayA purAZy;A
Diy;A yajY;am hinvanti
gAtuv;ittamaH mitr;AH suvAn;AH
k;anikradat p;ari pr;a
gahi sr;akve draps;asya
zat;aDArAH aBizr;iyaH h;arim
dev;eSu ratnaD;AH asi
Im hinvanti harmy;asya
vy:omani ;ataH v;izvAH
zukr;AsaH arc;ayaH div;aH
v;AjaH soma tiSWantu
soma puSyasi p;ari
varivoD;AtamaH Bava m;aMhiSWaH
r;AjA n;a mitr;am
vAy;ave b;qhasp;ataye m;aDumAn
rocaya r;ucaH p;avamAna
mqSw;AH ;amartyAH sasqv;AMsaH
p;invamAnA div;e-dive p;ari
;induH vicakSaZ;aH punAn;aH
vAjay;uH dev;avItO s;am
Ayan B;avanti saty;A
n;a p;Urve ;Ayuni
pavamAna pUyase tv;Am
suvAn;AH dev;AsaH ;indavaH
sah;asraBarZasam ;ati v;Aram
s;ukqtam n;i sIdati
z;atrUn priy;Am n;a
;induH vAj;I pavate
y;AH te D;ArAH
;A y;onim aruZ;aH
k;AmaH n;a y;aH
;indrasya jaW;are viza
svay;ugvaBiH s;UraH n;a
eS;a n;qBiH v;i
D;ArayA sut;aH ;avyaH
paviSwa c;AruH m;adAya
Ar;aBe saty;asya n;AvaH
punAn;aH acikradat m;adeSu
kAr;avaH saMn;asanta jy;otiH
eS;a suvAn;aH p;ari
;A viza vqSw;im
naH bAD;At durit;A
eS;A ;A yayO
pav;itram ;A asadat
h;arim hinv;anti ;adriBiH
pavasva saMy;atam v;qSA
pUS;A ray;iH B;agaH
;azvaH n;a kradaH
suk;armaBiH dev;aH dev;eByaH
B;arAya sAnas;iH ;indrAya
s;omAH ;indrAya mand;inaH
drAvayitn;avaH matsar;AsaH pras;upaH
v;qSA v;qSavrataH p;avamAnaH
t;am Im ;aZvIH
Den;avaH s;a pUrvy;aH
h;itvA s;inDuH n;a
;A daDuH ;indum
s;omaH mAd;ayan d;Evyam
sah;asravarcasam asm;e indo
c;AravaH br;ahma-brahma y;e
te azyAma purukqt
pate ;indo dev;apsarastamaH
n;a yajY;aH r;AjYaH
soma d;asyoH agn;iH
Asate pr;a te
mah;I s;am mAt;arA
ur;avaH parj;anyasya iva
sut;aH g;omat naH
;utsam n;a k;am
qtAy;uBiH h;ariH v;AjAya
dev;eByaH pIt;aye hare
kav;ikratuH sah;asrotiH zat;AmaGaH
jAt;am n;a Den;avaH
arSa divy;aH pIy;USaH
ahyan Bur;ijoH Diy;A
pr;a s;omAsaH svADy:aH
p;avamAnasya vizvavit pr;a
v;asUnAm y;aH rAy;Am
s;aKA s;aKiByaH ;IxyaH
mahiS;aH cakAra ap;Am
brahmaZaH pate praB;uH
D;iyaH v;i vrat;Ani
;A r;ajaH s;omaH
jAt;e arocayat mah;An
div;aH n;ABA vicakSaZ;aH
vipazc;itam ap;Am ganDarv;am
tIrT;e SaSw;im sah;asrA
jy;otiH jajYAn;am ukTy:am
;A indo p;ArTivam
vizv;ataH triB;iH tv;am
iva ;arvantaH n;a
;adriBiH sut;aH mat;iBiH
s;AnO ;avye v;qSA
divy;A v;asUni aB;i
pav;itre akSaran apapr;oTantaH
v;qSA sut;aH Druv;e
dyum;An maG;onAm ;AyuH
vAvazAn;AH j;uSwam p;atim
;A yuvate v;evijAnaH
divy;am p;ArTivam v;asu
u tvA DIB;iH
;upa ca y;anti
naH madAnAm pate
;A br;ahma t;ena
p;avamAnAya gAyata mah;I
ripr;am ;aviH asya
uzat;IH uz;antam t;am
;arAtyAH v;qkaH h;i
st;avAnaH ;anu D;Ama
mqjAn;aH v;Are p;avamAnaH
D;anAni jigy;uSaH saKitv;am
;aDi B;ava indo
d;akSAya ;azvaH n;a
s;omAsaH madacy;utaH zr;avase
dAv;ane v;asUnAm n;u
aB;i saty;aH aDvar;aH
qt;am yat;e h;ariH
svADy:aH p;avamAnAsaH akramuH
qt;asya praz;iSaH n;avIyasIH
y;onO s;Idan h;otA
yajY;am hinvanti ;adriBiH
p;avase mat;I s;a
div;e-dive p;ari soma
c;AruZaH y;ena zr;avAMsi
;qkvA paT;iBiH vacov;it
vA y;eBiH ;arvataH
I g;arBam qtAv;qDaH
zyen;aH n;a vikS;u
punAn;aH s;am ;induH
sUn;uH n;a m;arjyaH
sapt;a sv;asAraH aB;i
niD;ayA niD;ApatiH suk;qttamAH
br;ahmaZA hare ;indrAya
p;ari y;at k;AvyA
p;ari sicyase n;qBiH
araT;AH ;ayuktAH ;atyAsaH
dev;AH p;avamAnam juSanta
pIt;aye t;asya te
;avyam arSati p;avamAna
ca naH Ar;e
;A eS;a s;omaH
sAhv;AMsaH d;asyum avrat;am
n;a nikt;EH s;a
p;avasva soma divy;eSu
;indram soma mAd;ayan
sT;ana div;aH mUrD;AnaH
t;anA kqZv;antaH ;arvate
dev;am dev;Aya devay;u
punAn;aH v;izvA dv;eSAMsi
nady:aH sapt;a yahv;IH
sqj;a vqSw;im n;a
soma dev;avItaye v;qSA
z;ikSan ADUnvat;e ca
im;am ;aGnyAH ut;a
v;apuSwaraH aB;i Im
D;Irasya DIt;ayaH D;anutrIH
tv;am ty;at paZIn;Am
v;ayaH d;aDat citr;atamam
anUSata y;oSA jAr;am
divy;aH dAnupinv;aH qt;am
arSa ;indrAya indo
anUSata h;arim hinvanti
kqZoti vagvan;um eS;a
g;oBiH BaVg;am p;ariSkqtam
v;izvA D;AmAni vizvav;it
r;aTyam n;avam d;aDAta
v;i nIyase ;indrAya
avqZIta sukr;atuH ruv;ati
sma rAz;im p;ari
vAj;I D;anAya t;am
ay;A pavasva D;ArayA
pun;antu m;Am devajan;AH
dev;An ajuSata pr;ayoBiH
p;avamAnasya Urm;ayaH ;indrasya
v;qSA ;agre s;inDUnAm
p;uraMDim ;A j;AgqviH
am;qtAya k;am papuH
mah;An samudr;aH pit;A
y;at adB;iH pariSicy;ase
id;am uttam;am r;ajaH
zr;avaH vidaH aB;i
;aDi v;iprAsaH ;aZvyA
v;i rAjati prIZ;an
p;ArTivA p;avatAm ;A
cakre Ar;aBe saty;asya
v;asAnaH mahiS;aH v;i
parj;anyaH vqSwim;An iva
v;acase v;ayaH DAH
svarv;idam DanaMjay;aH pavate
y;at soma citr;am
arSa gqZAn;aH aB;i
jihv;AyAH ;agre v;aruZasya
ps;araH s;ukqtam somy;am
s;Adane s;inDoH Urm;A
mah;aH div;aH div;aH
pavate indra D;ArA
Asu saMdad;iH mah;IH
jIr;adAnum st;ukA iva
saty;amanmA aB;i vAy;um
aYj;ate v;i aYjate
g;oBiH adB;iH v;qSA
y;e s;omAsaH parAv;ati
c;anohitaH n;AmAni yahv;aH
s;Ure n;a D;AtA
te sot;AraH oZy:oH
stot;Aram Ut;aye aB;i
sAkaMv;qDA p;ayasA pinvat
asvaran ;aDa y;at
;unnItAH yaz;asA g;avAm
n;a Den;avaH daDanvir;e
p;avamAnaH arSati ;agre
;indavaH p;avate haryat;aH
janit;A matIn;Am janit;A
;indum pr;a dAnud;aH
sut;AH arSanti D;ArayA
duh;anti ;adriBiH s;a
;anDaH dev;avAtam aps;u
ap;Am iva ;it
r;aTaH ;avyaH v;AreBiH
p;ari g;avyAni avyata
aB;i dev;An ay;AsyaH
qt;asya D;ArayA mat;I
h;ariH gqZAn;aH jam;adagninA
asTAt s;Anu p;avamAnaH
devam;AdanaH kr;atuH ;induH
indo sup;aTA sug;Ani
p;ari soma sikt;aH
p;ari zyen;aH maTAy;at
D;iyaH pinvAn;AH sv;asare
p;avasva soma ;anDasA
;aDi tv;iSIH aDita
iva sIdati y;at
vacan;AvantaH ;UDaBiH parisr;utam
yakSat Av;qtA samIcIn;e
;asya te saKy;e
;indo v;izvAH ;apa
;A ray;im ;A
parAv;ati v;iprasya D;ArayA
v;Are arSati aB;i
m;adAya sah;asraDAraH zat;avAjaH
;arvAn iva zr;avase
;ava cakSata kS;Am
ca dev;AH ev;a
;A ca vizanti
jigy;uSAm asi t;am
praj;AvatIH c;atasraH n;ABaH
pipyatam D;iyaH v;qSA
naH gahi sr;akve
n;a s;aptayaH r;aTe
saj;oSasaH b;qhasp;atiH mar;utaH
n;ityam B;uvat v;izveSu
;udyatam Bqt;im n;a
B;arate z;UraH n;a
devav;IH ;ati pav;itram
akramIt vAj;I D;uram
naH nid;aH spar
s;aptayaH zrIZAn;AH aps;u
v;AtAH iva ur;avaH
aB;i v;Ajam arSasi
v;asAnaH ;arSati sv:ar
;A v;astrAZi aruS;aH
s;uSutaH p;ari srava
k;am cit janap;Anam
v;arDanaH pUy;amAnaH s;omaH
jan;ayan g;iraH s;omaH
v;iprAH amAdiSuH dev;eByaH
t;at ah;am vazmi
n;qbAh;uByAm codit;aH D;ArayA
p;uraMDivAn m;anuSaH yajYas;ADanaH
zukr;AH vAy;um asqkSata
;AyuDA saMz;izAnaH v;izvA
zr;avAMsi Anaz;uH eS;a
;UDani ur;uDArA iva
maG;am Dart;A div;aH
n;Avam dev;aH dev;AnAm
parj;anyasya iva vqSw;ayaH
naH pavasva D;ArayA
p;atiH j;anInAm ;upa
n;Avam ;A aruhat
s;omAsaH g;oBiH aYjate
srava ut;a naH
;astuH m;anasA ;aha
j;anmanaH vidv;An aznoti
ca san;im meD;Am
punAn;aH indo indray;uH
vasat;O iva p;avamAnaH
zuBr;AH asqgram ;indavaH
v;ane ;A sqjy;amAnaH
pad;A s;omaH hinvAn;aH
;A vivAsati s;a
h;i ;asi BAn;unA
;indum m;adAya dev;eByaH
indray;uH m;aDvaH pavasva
tuYjAn;aH ;AyuDA s;a
gAyata p;avamAnam v;icarSaZim
;agre s;inDUnAm p;avamAnaH
ark;AH triSw;uBaH s;am
g;oBiH aYjmaH m;adAya
akramuH ;At Im
vinaMgqs;aH s;am dvay;IBiH
n;a ;indrAt qt;e
Imahe mahAgay;am ;agne
mAt;arA z;uciH jAt;aH
y;atiH parAy;atiH reB;aH
asaran s;am gr;AvaBiH
yAt;ayan ;iSaH vqSw;im
sAnas;iH kr;atve d;akSAya
s;aniSanta naH D;iyaH
eS;a tunn;aH aB;iSwutaH
iSir;Am uSarb;uDam ;induH
Den;avaH daDanvir;e g;aBastyoH
sapt;a pazyati v;AvahiH
deva soma y;aH
