nit;ozanam vqSaB;am
y;aH vAraZ;am
gqZat;e rirIhi
papn;e v;izvam
div;e j;anAya
te ;aSwrA
ih;a rAt;iH
;ajAmIn ;A
sur;ekZAH m;artaH
vAj;ayantaH nakSaddAB;am
purur;UpAH ih;a
DAH r;AjA
;asat ca
vayoD;Am candr;am
s;UraH n;a
riSyema k;adA
t;am IxiSva
dAD;Ara n;akiH
Badr;A sOzravas;Ani
dev;AH anamasyan
j;anAnAm tv;am
agn;aye dadAza
t;ABiH u
UrDv;aH Ut;I
hvAry;aH z;izuH
ur;avaH v;ahiSWAH
aVgiraH ;aCa
tv;am kqp;A
kS;aye vA
cakramAZ;A r;aTasya
sUy;avasam riz;antIH
pr;acetAH vizv;avArAZi
ark;EH vidy;ut
raTeSW;Am ;indram
te sup;aTA
t;uByam sut;aH
n;amasA rAtahavyA
kqZuTa supr;atIkam
sup;ezasA dy;AvApqTiv;I
r;aTam tasTO
n;a zUS;EH
indra Danasp;qtam
dvip;ade z;am
stuv;antaH brahmakAr;AH
z;arDaH ap;aH
n;i zizAH
im;e ev;a
y;AH vAm
BAhi ajara
s;u UrDv;aH
amitr;iyA z;avoBiH
ut;a havy;EH
v;arivaH bADit;Aya
azy;Ama v;Ajam
vAm ;A
suB;agAm urviy;A
v;i c;akSuH
vetas;ave s;acA
agn;im p;uraMDim
indra mat;iBiH
;Ixate tv;Am
tiSWa t;ava
m;artyasya t;A
t;aviSIH ;A
n;Ama Den;u
cit jarit;AraH
patyate uB;ayoH
r;atnam ady;a
viB;Ati aj;araH
vAm sumn;e
qt;asya naH
asi zrut;aH
m;iTu j;anaH
;adrim usr;AH
;indra dyumn;am
sOzravas;Aya devA
;atra v;aruZaH
aj;areBiH n;AnadadBiH
tveS;aH cariSZ;uH
vqtrah;atye ;anu
mar;utaH saj;oSAH
;aBinne Kily;e
gaZ;e ;A
t;anayAya vart;iH
y;uvAnA t;A
p;ari ha
s;a s;omaH
;A BAn;unA
v;aruZam mitr;am
ut;a s;omaH
nqtU j;animan
;azvEH citr;am
huve vAm
tv;Am vAj;I
ugra ;indra
aDar;At ;A
sunv;an daB;ItiH
vAj;ayantaH azy;Ama
naH Urjasane
niy;utvAn ;A
cikit;uSe cit
ugr;am ugr;asya
pUrvy;aH ;iSam
pr;a iS;aH
saKy;am astu
;azvAH ;aDa
;indraH ;avase
;arugZam v;i
aB;izasteH avasp;arat
;aMhaH maG;A
n;u pUS;aZA
;araZye pAhi
n;a p;arvatasya
Ut;I k;artA
p;atyate vqSaB;aH
pr;a y;at
turv;azam p;arA
n;a m;artyaH
s;am sacAvahE
priy;aH naH
purut;amasya kAr;oH
sv;asuH y;aH
naH n;aryam
Card;iH y;at
jihv;ayA s;adam
vikS;u pr;ati
pracetaH qtajAta
;it sud;AnuH
;AnavAya ;antarEH
sapr;aTaH ay;am
indra d;asyUn
vid;aTe dAti
vitantas;AyyaH aBavat
;A s;UryaH
DiS;aZA v;aSwi
m;aDvaH asy;a
yamasAn;aH As;A
;upa qSaB;asya
;uttaram t;atra
asm;e nqv;at
triSaD;asTA sapt;aDAtuH
ap;aH tarasi
s;omeBiH sunv;an
pUS;aZam n;u
qSaB;AsaH vaz;AH
priy;aH vikS;u
k;artA vIr;Aya
naH mandr;ABiH
ukS;aBiH ;avAtA
maGavan h;ariByAm
mitramahaH deva
pazv;aH pUrv;IH
vAm ;anDAMsi
n;qByaH ranDaya
mah;e pitr;e
;A saMy;atam
BuraZyU y;at
yAhi arv;AV
agn;ayaH n;a
DAH kqZ;oSi
any;aH asti
s;ahase s;ahaDyE
hanati n;i
BavAti z;atakrato
nqv;atA r;aTena
naH Br;AtA
v;qSantamaH t;atra
j;animan yajY;iyAnAm
y;asya ;avqtaH
vavqktam ;A
;A vivAset
BUt k;utsam
z;UraH n;a
asya panayanti
ca r;akSase
;anu s;ahaH
;aDa h;i
ev;a ;it
dAt;ArO iS;Am
asury:am asya
Dehi n;avyasIm
ay;am uzAn;aH
vqkt;abarhiSaH y;ajaDyE
sug;Ani ;aBUt
qtuT;A v;i
qt;ena vqtrat;urA
samr;Aw aByAvart;I
vAsayat v;i
y;e dev;AsaH
g;opatiH sah;a
n;i d;asyUn
BarSat dyum;atIm
iy;am enam
y;aH syandr;aH
tvA ;A
m;A ;apa
dy;OH amanyata
stoSAma vAj;inam
pit;uH pit;A
mAday;aDyE t;at
paZ;eH iCa
asm;e As;adya
DqSat;A tatanTa
dev;I s;arasvatI
ca te
dazasy;antA zay;ave
azy;Ama ray;im
aBiBUte ugr;am
y;at hariyUp;IyAyAm
n;a r;okaH
D;IH h;eSasvataH
raT;ItamaH s;aKyA
vAm zat;A
dev;atA m;ahi
pr;a asm;An
ajurya dayase
kSit;IH uC;antI
Im reB;aH
agn;iBiH iDAn;aH
sIda ur;um
;agne v;asu
viviSmaH ;indrAya
ary;aH t;UrvantaH
Imahe Ar;eaGAm
ay;A v;Ajam
mah;aH h;i
bravAma saty;Ani
iSit;aH t;Uyam
t;am Ut;iBiH
nUn;am ;A
;eSwO pr;a
v;ipramanmanaH vacan;asya
s;ADantAm ugra
daDaTuH vakS;aZAsu
agn;iH vqtr;AZi
r;ADase ca
qSv;aH bqh;at
mar;utAm n;a
v;ayaH cit
v;Ajasya g;aDyasya
sukr;atuH DAt
v;i t;AH
vAj;I n;a
jihv;ayA y;aH
t;am naH
vAvqDAn;A ;agrAdvAnA
jajYe Druv;aH
v;i dv;eSAMsi
asy;Am indra
m;anma ;upa
indra D;unimatIH
ady;a pr;a
cakramATe ;akqZutam
agn;iH naH
anaBIz;uH rajast;UH
vanv;an kr;atvA
agn;iH aDvar;eSu
atirat jy;otiSA
n;a dev;aH
s;ahasA s;ahante
;arvataH pUS;A
pr;a AvaH
;ariSwEH naH
amatrin pr;a
g;omataH v;i
qt;A y;at
Ar;At pUSan
iSe n;akSate
qtay;ugBiH ;azvEH
st;omAsaH gIy;amAnAsaH
sp;azaH ;adabDAsaH
z;Uram vanate
dev;eBiH yataTaH
suv;IrAH huv;e
t;ava ha
y;ajIyAn ix;aH
sp;qDaH vanuSy;an
m;anase z;am
deva pr;ati
kav;iH p;ari
ihi u
r;aZAya et;am
spqhay;AyyAZi tv;Am
n;a y;AH
sT;avireBiH asm;e
ugra v;ajram
zavasAn;am ;aCa
;ayukta y;aH
kqZu y;A
vicarSaZe zr;avaH
m;artam ;aMhaH
dqMh;eTe s;Anum
saj;oSAH manuSv;at
z;izuH tv;am
suv;ahmA ;indraH
prad;ivi pitQZ;Am
zUzuv;AMsam sud;akSam
n;u dy;OH
vAm maMh;anA
y;aH ;ekaH
n;ihitam dqz;aye
d;eva p;Asi
vAm k;armaZA
;avase suvqkt;iBiH
vIr;Aya dAz;uSe
asm;in barh;iSi
avidat n;amasvAn
AVgiras;aH hav;iSmAn
z;ucayaH manIS;AH
pUrv;ahUtO maMh;anA
y;Asat v;izvam
h;i v;asvaH
vaH sat;Am
it;aH ;ut
r;AjAnA z;ucivratA
dyum;atIm ;indrahUtim
y;e pituB;AjaH
z;aMsanti k;e
vAm ;anDasaH
rAt;ahavyAH aYj;anti
purudaMsasA syuH
yemuH ;arcAmasi
agn;iH h;i
eB;iH ca
vIr;Aya s;uSvaye
jayeTe n;a
;apa dv;eSAMsi
;apa Bay;A
zruDi indra
sahasaH vqtrat;uram
yajat;am rayIZ;Am
nar;Am kAr;uDAyAH
jagmuH girvAhaH
v;izaH r;AjAnam
mitr;aH v;aruZaH
;upa tasTuH
z;aMsat ukT;A
;indraH y;ajvane
Iyate vacasy;A
t;apasA t;apasvAn
n;u vocA
sam;idBiH aVgiraH
davidyot sv;eBiH
vyaTaya many;um
saMrarAZ;e r;odasI
div;i s;an
n;a m;artAH
;A dIdiv;AMsam
dviS;aH taret
pAhi pratn;aTA
n;UtanAsaH s;at
;avarAsaH p;arAZi
saMc;akSAZaH B;uvanA
dayase v;i
br;ahma ca
sUr;iBiH syAm
m;artaH AnAza
zukr;aH ;AhutaH
;indraH nqv;at
;qDat y;aH
;eti zucat;aH
Im r;AjAnO
sAt;O v;i
zr;omateBiH ;IkSe
azyAm m;adema
gIrB;iH ;Ixate
s;acA t;Am
cit varDatAm
akSip;at B;uvat
tasTO n;a
r;Aw agn;iH
yuyujAn;asaptI z;uBam
nazate n;a
iS;A s;am
j;oSam ;anu
B;arante z;aMsanti
vAjiney;aH mah;aH
avrat;am agn;iH
;indram v;arDAt
madry:ak ;indram
indra n;a
n;aryaH v;icetAH
vAvqD;anta v;izve
t;apa tapiSWa
pratn;AsaH As;uH
iDAn;AH dv;iH
maDud;uGe sup;ezasA
BAn;avaH dy;Am
;indraH v;izvAni
vanate ray;im
sumn;e v;ariman
;indram agn;im
indra aB;i
k;Asu vikS;u
s;a dviS;aH
Dehi y;e
;asti svit
vqtr;am ;agne
ukS;aZaH qSaB;AsaH
barh;iSi t;am
arat;iH y;aH
vAm ;azvAsaH
D;armaZA v;iSkaBite
z;UrasAtO ugr;am
;indram avakarz;ayanti
sISaDaH gaZ;am
;indrAgnI ;A
nayaTaH jy;otiSA
;induH indra
DqSat;A virapzin
yaz;asAm ;ajuSwiH
v;ajram h;aste
tv;am k;utsAya
r;uzatA rAmy;Asu
y;aH in;oti
t;am yaz;asAm
s;omeBiH Im
DqSat;A ruj;antaH
dev;AH m;adan
indra katam;aH
Apan ;amqktam
ukT;EH ca
vIra brahmavAhaH
vivAse div;aH
ziTir;Am udv;arIvqjat
usr;AH qt;aDItiBiH
h;otA kav;ikratuH
;A indra
d;AmanvantaH adAm;AnaH
v;izveBiH sUno
As;u g;oSu
ady;a mah;e
yuv;am s;Uryam
mimikSuH DqSZ;uH
tv;am naH
zay;aDyE p;ari
zasy;amAne ukT;e
gamBIr;Aya r;akSase
naH sp;qDaH
dadATa sv;am
mitr;amahAH n;aktam
s;atvA Kajak;qt
p;ari pUS;A
;arAtayaH ;apa
asmadry:ak vAvqDe
h;i dAt;A
avatu y;aH
m;ahivrataH kr;atvA
y;aH p;atyate
n;a ay;am
y;aH c;atuSpadaH
;ojaH aBiBUte
zasy;amAnAsaH ukT;EH
vAvqDAn;am manoj;uvA
pacy;ate s;anti
ISate asm;A-asmE
Ut;iBiH citr;azociH
kr;atum aB;i
pqVkt;am ray;im
;indra ;A
;arjunam ca
tuvikUrm;im raBod;Am
aDvar;AZAm yajY;asya
n;u ty;at
;indram qSv;am
y;aviSWaH y;aH
ih;a r;odasI
m;AnuSAZAm asm;aByam
t;ABiH sacate
gAt;um ;avaH
asm;e ;A
ray;im asm;e
;adIdeH v;EzvAnara
ukT;EH ark;eBiH
duvasy;et agn;im
iva ;adane
tatar;uSaH n;a
Br;AjadqSwim rudr;asya
yajY;Aya gqZat;e
r;AjA gir;Am
vqtr;e vA
anUSi ark;EH
p;atman Ozij;aH
v;qSZe s;am
ganma stuS;e
div;i ;upa
ur;u r;ajaH
t;apa vqSan
zukr;aH v;i
AsAn;aH juhut;e
y;am ugra
s;am vAm
uB;ayoH nqmZ;am
;azvA n;a
gqZat;e g;oagrAH
n;u t;at
p;ari v;eda
;A naH
d;uraH asya
BUt;am maG;onAm
vajrivaH pariy;Asi
;ema m;ahi
y;akSi ca
ugr;am sahod;Am
yAhi vIt;aye
sv;e y;onO
trAt;A ut;a
m;anma v;arDa
aYjantu akt;uBiH
te puruzAka
v;izve dev;AsaH
urv;Im ;upa
r;odasI paTy:AH
;AvaH y;uDyantam
agne BArata
uSaH adrisAno
;indraH v;Ajasya
B;agaH g;AvaH
pIt;O ;indraH
cakr;EH t;anayAya
ut;a agn;im
g;aviSwiSu ;indrAgnI
n;a tv;AvAn
v;izvasya b;qsayasya
;qDak y;at
m;artaH dad;Aza
;iti br;avat
;Ivate ulok;am
;A z;uciBiH
mahimn;A mah;inA
tatanTa s;a
syAma mahina
n;avIyaH ray;iH
vaD;EH z;uSZasya
v;ayaH v;qkAya
arc;iSA v;anA
;ABiH sp;qDaH
durv;artuH BIm;aH
sUry;AyE k;Amena
sut;am kuv;it
tuda paZ;eH
p;ayasvatI Gqt;am
parihr;ut ;A
asm;aByam sAvIH
amimIta sukr;atuH
m;aDuvrate d;aDAne
r;atnam ;asti
vy;acasvantA y;adi
cit ziznaTat
n;a u
zay;ave pipyaTuH
;it daDaTuH
g;AH ;arvataH
mah;aH druh;aH
hiraZy;aye raTeSW;AH
sUr;In ;indraH
s;atpatiH z;avasA
astaBnAt r;odasI
qSv;An s;am
tav;asam v;iBUtim
zAk;EH ih;a
m;artyeSu ay;am
naH p;USan
v;aruZaH ca
svit putr;aH
;avqtaH ray;iH
zruD;i h;avam
dadqze indriy;am
s;ahAMsi s;ahasA
vAj;inIvatI DIn;Am
rayIZ;Am uB;A
t;arutram tv;Am
s;am y;at
kriyAsma v;akSaZAni
nqv;ati kS;aye
somaD;AnaH ;indrAviSZU
m;ahi sTUr;am
y;aH ;aYjasA
cyOtn;Aya zay;aTAya
s;UryaH n;a
vidm;a t;At
h;otA id;A
mar;utaH kqSva
m;AnuSAZAm sapary;eZyaH
v;arDamAnaH Druv;am
hiraZ;inaH sm;addiSwIn
sADati pr;a
z;amBaviSWA baBUv;atuH
v;izaH ;agne
asya saKy;e
indra h;aste
dasrA jaW;aram
cit ;ahnAm
naH ady;a
mah;Am ;adrim
ur;uH pqT;uH
D;Ama ha
seduH tv;ayA
syAma Gn;antaH
zr;utyA ;anu
y;at zasy;ase
Gqt;am n;a
;avase vipra
zUra d;arSi
;indraH ay;am
vqtrah;aBiH z;uSmEH
vikS;u ;IxyaH
cit t;amaH
gqZat;e y;ajaDyE
indra siSvap
yuvat;ayaH ;avAtAH
k;am ;A
hirizipr;aH s;atvA
s;a h;i
;agne sUno
ca y;at
dqzat;iH arep;AH
j;anam zqZv;an
im;e h;avAsaH
avas;am paZ;im
agn;im ca
;asAmi vAvqDAn;am
d;ivodAsasya s;atpatiH
y;onO n;i
vAG;ataH t;am
et;at ty;at
brahmavAhaH y;At
idD;e Av;ivAsati
D;iyaH raTeSW;Am
tarema ;agne
z;UrAZAm z;aviSWA
asti t;at
n;u agn;I
indra rAy;A
d;adAti ca
zUzuv;AMsam y;ena
asti eSAm
vAvqD;aDyE s;am
dyukS;aH r;AjA
kqSZ;ayAmam r;uzantam
gman r;uzantam
;ut pUS;aZam
hqd;i priy;am
;indram vizvAs;Aham
sacate g;opatiH
ap;aH sIr;AH
y;aH ;Ivate
dev;agopAH sUr;iByaH
t;amaH avayun;am
;indra sUr;ayaH
pr;a vaH
g;antA ;iyAnti
n;i Erayat
Ut;iH avam;A
m;artyAya ;UrjaH
jYub;ADaH n;amasA
iC;amAnaH vqzc;advanam
dev;Aya v;aruZAya
tok;asya t;anayasya
nqv;at ;A
tanUr;ucA t;aruSi
iva G;qZeH
sParIH p;ayasA
t;aM-tam ;it
mADvI suSwut;iH
dy;otanAya mAt;uH
dev;am vahantu
raT;ItamaH y;at
;ava asqjaH
ary;aH ;indra
n;avyasA v;acasA
c;arataH r;erihAZA
mahat;i vqtrat;Urye
DIt;iBiH s;arasvati
zrav;Ayyam ;aCa
m;adyam DqtavratA
asarji iS;aH
ranDaya v;i
g;AH agne
namasy:eBiH zUS;EH
v;iSUcaH ;azvAn
pAy;uBiH tv;am
pur;u v;arAMsi
h;aste n;aryA
pap;iH s;omam
ca pqTivi
katam;aH s;a
varDatAm asya
y;ajAsi ev;a
zriy;e duhit;A
Ap;iH prad;ivi
v;apuH n;u
;A dAz;uSe
n;a AsAm
iy;aDyE s;aH
n;a nAv;A
eSu rodas;I
v;ayaH duDra
puruhUta zravasy;A
ev;a naH
v;ahiSWAH t;eBiH
akt;oH v;eH
zoc;iSA ;indrAvaruZA
nUn;am vAjay;antaH
pr;ati asmE
te pUrt;am
;A raBAmahe
Ahuv;aDyE uB;A
h;iraZyasaMdqzaH y;aH
vizv;Ayu DAyi
h;avyA BUt
manda purudatra
praj;Avat ;A
y;ujyena s;aKyA
As;uH y;e
vAjay;antaH huvema
vAvqD;e ;asAmi
zUra rAy;A
niv;idaH manAn;AH
qB;uH n;a
pur;u d;ivodAsAya
sahod;Am ih;a
s;admAni urviy;A
aB;iSwO yuv;oH
arkazok;EH vavqm;ahe
v;asUni ;ABqtA
jy;otiSA sah;a
gatam t;ABiH
B;asat n;u
mah;aH rAy;e
ray;im ;it
vAm;am zr;omateBiH
param;aH dad;Ara
dy;AvApqTiv;I aB;Ivqte
vidy;ut n;a
sumn;am indra
Gqt;AcI pr;a
karati jAt;avedAH
t;asyAH te
asya zAk;EH
;A vizv;ataH
h;i dr;oZe
rAjan D;AH
;asti mah;Am
vadm;A sUno
;indrAvaruZA sutapO
aj;areBiH v;qSaBiH
ca vAvqD;anta
bAh;uBiH sv;EH
agn;iH stave
s;uSvaye ulok;am
ulok;am b;qhasp;atiH
agne uzat;aH
vay;unavat cakAra
brahmadv;iSe zocaya
yuv;oH ;api
kqSZ;am ;ahar
vqtrat;Urye tv;am
rAjan vas;utA
naH Bara
naH boDi
s;ahaH sahiSWa
;apa dv;iSaH
uz;an y;am
;asamAtyojAH pur;u
agne praTam;aH
BarAmasi t;e
ca zikSati
naH j;iGAMsati
Gqt;avatI B;uvanAnAm
;ahan dAH
gqZAn;A pqVkt;am
nyarT;Ani Ayan
tok;am t;anayam
v;AjapastyaH DiyaMjinv;aH
kr;andasI urv;arAsu
citr;ABiH Ut;I
vasavy:asya B;UreH
s;adane pqTivy;AH
BUt v;i
n;a s;uSvim
vAvasAn;AH ;ati
duhitar pratnav;at
Diy;A n;avyasyA
vqDasAn;aH adyOt
nad;InAm y;at
v;iSUcIm ;amIvA
;upa priy;A
DUm;aH qZvati
t;AH aB;i
;invati dr;aviZAni
satyay;ajam r;odasyoH
naH niy;udBiH
kqZu paZIn;Am
div;aH am;qtasya
pUS;A ;api
vadm;A h;i
viB;AvA cakS;aZiH
ha ty;am
suSwut;iH ca
m;A vaH
v;acasA ;A
v;iprAya j;arate
raZv;asaMdqzam pr;ayasvantaH
im;e u
k;ar sut;e
suv;Iram tvA
st;omeBiH havanazrutA
BIm;A gamBIr;ayA
vAm mitrAvaruZA
vIry:e ;indram
am;qtasya rakSit;A
yuvasva mUrD;Anam
suv;IrAH tv;at
n;a hr;utaH
;avaH p;Arye
asm;Asu Dehi
any;aH ;upa
;ava tArIH
cikitvaH v;i
pr;a eByaH
madema bqhat;A
kSeSat qtap;AH
indra n;Utanasya
ark;EH y;A
iva didy;ut
gqZAn;aH havy;adAtaye
;apa Ijate
saty;A nqZ;Am
sAt;aye huve
G;qSveH div;aH
;aDqSwAH t;am
Badr;A te
zv;aH ca
rAy;aH paT;iBiH
dr;aviZaH d;aDAnA
Bara zUra
codaya paZ;eH
pIpih;i ;iSaH
v;astoH agn;iH
Aj;O t;am
pqTv;I hotqv;Urye
uB;A jigyaTuH
vAm n;akSantaH
stavante en;A
cit;ayantaH ;anu
samr;Ajam ;atiTim
ca m;A
indra ;atra
Im pAhi
Im asm;aByam
v;adataH pajrahoSiZA
yanDi sutapAvan
ugr;aH iva
;agne dyumn;ena
tv;am agne
pad;A n;i
v;i y;at
kqZu juS;asva
jIv;ase naH
vaha pqTuyAman
me gantam
kqp;A pAvaka
jahi s;ADantAm
t;Uyam ;A
vqtr;A k;araH
;iyAnti s;avanA
B;UriretasA ;asazcantI
p;ari y;aH
;aDa h;otA
akt;aH zoc;iSA
jiGnate ut;a
pr;a samr;Aje
sTaH kal;azaH
s;ahasaH y;uvAnam
s;am zAri
;anAmi kSatr;am
ugr;am naH
y;aH ugr;aH
;A n;Ama
p;aritakmyAyAm s;acasva
t;asya ;it
s;a pr;a
s;am asmE
maDyam;AsaH ut;a
u sy;a
dy;uBiH akt;aH
vEzvAnar;aH mahin;A
kqZuSe zumB;amAnA
am;qtaH m;artyeSu
qtej;AH ur;u
ut;a avam;asya
asm;aByam dAH
ap;aH n;a
zrut;aH ;A
;akSitotiH t;aturiH
avqk;e kSeSi
Buj;antA patatr;iBiH
deva ;aYjasA
syAt pr;a
zatrut;UryAya bqhat;Im
dy;Am DAs;inA
eSAm viTur;A
;amartyena n;AmnA
br;ahma n;avyam
r;akSAMsi vAj;inA
z;uSmEH ;indra
v;ayanti samar;e
yuv;am dAzv:aDvarAya
s;omasya m;ade
huvema y;aTA
st;omyA BUt
;anu g;AvaH
hotqv;Urye pur;ohite
samAn;An uz;an
n;IcIH ap;asaH
;indram mah;Am
kqt;abrahmA ;indraH
g;avAm ;aVgirasaH
iva DiS;aZe
;aDa manye
D;anva rAw
s;anti putr;AH
;ahim pariz;ayAnam
rAjan spqhay;AyyAZi
vaz;AH ut;a
rarapze mahim;A
mAt;arA yahv;I
yajY;aH ;udyataH
te sUno
B;arAya ;adevaH
varm;iZaH indra
puruzAka z;AkAH
iCa hqd;i
y;amiSWA dv;A
gop;ABiH iSwe
dasra mantumaH
b;qhasp;atiH h;anti
jigAti s;a
ur;uZA amatrin
v;idAnaH g;irvAhasam
uz;an agne
ca v;etTa
aB;i arce
AdityAH vasavaH
puruBujA zat;otim
te Ut;iH
iS;e ca
;indrAgnI p;aniSWaH
sy;a m;AnuSaH
indra y;Asi
akt;Un doS;A
bADasva s;ahasA
iSayat;e m;artyAya
dadAti dUZ;AzA
;it t;antum
barh;iH suprAyaZ;atamam
y;aH ukT;EH
yAt;ayamAnaH ;aDi
yuv;oH sikt;A
;indram ev;a
pqC;antaH ;avarAsaH
pad;e iS;ayan
sud;AnavaH v;izve
n;u vIry:am
yug;e-yuge vidaTy:am
m;artyeSu pAvak;ayA
pur;u sah;asrA
vizv;azamBuvA san;im
y;AH te
aBavat sah;AvA
;iyakSantaH n;a
;Ahutim n;izitim
ur;u s;a
sIdaH As;u
n;a tarati
p;uraH rur;ojiTa
m;ahi v;arpaH
citr;aDrajatiH arat;iH
t;at daMs;anABiH
tv;at vIr;AsaH
p;ArTivA ;A
tv;am vicarSaZe
ca br;avat
varDayAmasi bqh;at
indra tiSWa
vanuSy;an van;uSaH
yuv;am et;Ani
te v;ayaH
zaz;amate Ut;I
vIr;am dadAti
n;a sv;am
n;u te
peruk;e ca
sapary;eZyaH s;a
v;AjeBiH vAj;inIvatI
sy;A naH
ut;a m;AkiH
Druv;am jy;otiH
dUr;At cit
z;ucayaH zuciSmaH
;abiByat ;aranDayaH
;aCa ay;A
z;ucayaH ;anu
niy;udBiH yAtam
cit vizv;AyuH
aB;i tvA
z;ikSan vqc;IvataH
gIrB;iH aB;i
pakt;iH pacy;ate
h;otA d;ame
n;u naH
aB;i y;am
gir;eH d;Asam
vikS;u agn;iH
m;aDye h;otA
n;AsatyA h;avIman
sv:ar n;a
iSw;aye m;aDu
saj;oSAH p;acat
Ay;avaH vrat;EH
ap;aH v;qSantamaH
Urm;im t;ayA
uSarB;ut B;Ut
v;Ajam y;am
;avase indra
pr;a mAy;ABiH
s;A s;A
;aDi ;astA
DqSZ;uH vajr;I
yam;O ih;ehamAtarA
p;anTAm pr;a
ririce div;aH
m;artyeSu uSarB;ut
;anu dy;AvApqTiv;I
jAt;avedAH t;am
d;AsAni s;atpatI
s;adam ;it
ark;EH ;indrAviSZU
D;AyoBiH vA
sTUr;ayoH ;A
sUn;um UhaTuH
dasma iS;ayantam
B;AsaH v;qTA
pqZ;ak rAy;A
arat;iH qt;e
uS;asam mandasAn;aH
;agne yukSv;a
p;arijmA iva
duSw;arItu s;ahaH
v;izvasmE s;ahase
v;AjasAtaye cinuh;i
;askqDoyu ;anu
vrat;Ani mah;Ani
ugr;An t;e
br;ahmaZA ca
svaDAvaH Badr;A
dAzv:aDvarAya devA
im;e aB;i
te mah;aH
g;aBastO t;iSWat
sv:arSAtA vqZate
pUS;A aBavat
;ahar ;arjunam
z;uSmaH p;qtanAsu
suv;Iryam ;Urjam
any;asya s;amBqtA
ca u
s;a patyate
id;A v;iprAya
v;izvAH aBiy;ujaH
tv;otAH dy;OH
ca rAy;e
s;aH Im
;agne v;i
zqZut;am h;avam
upabrUt;e D;ane
pr;a t;at
vy;uSi jm;aH
ugr;am v;izvA
akran s;Idantu
zay;aTe jaG;Ana
p;qzneH ;aDa
indra sUr;In
sumat;aye cakAn;AH
puruv;Irasya nqv;ataH
dAt hiraZ;inaH
BeSaj;Ani Dattam
;arZAMsi Erayatam
pqTivy;Am tv;Am
cit sud;AnuH
zr;avasA ca
n;avyasIm pavy;A
s;a v;i
d;Azat mahitvan;A
n;a trayay;AyyaH
saty;aH arat;iH
zUra z;avaH
pr;asitiH kSAt;iH
rakSatu ;arvataH
;acyutam s;adasaH
h;i te
asm;e s;am
vipra nUn;am
daDarSa y;at
;aYjasA ;agne
pavy;A iva
n;a st;omaH
r;akSa naH
yuDm;aH s;atvA
s;at m;uhuH
n;iH up;asTAt
bqh;adBiH v;AjEH
;aDvan n;a
u dyumaH
svast;im zatrut;UryAya
n;a sTir;Aya
iva j;anAn
am;qtasya ket;unA
asm;e v;izvA
r;ocamAnA m;ahoBiH
vasavya:iH tv;e
p;Arye naH
prayat;i yajY;e
y;aH ;askqDoyuH
asya d;akSiZAm
citra citr;am
;OhiSwa dev;An
uz;ane kAvy;Aya
;A Irire
t;am tvA
br;ahmAZi h;i
ca v;AjEH
;indraH gIrB;iH
m;eDiraH DqS;at
saKAyaH agn;aye
z;izum jAt;am
y;uvAnam ;adroGavAcam
c;anaH DAH
s;a citra
agn;iH agAmi
asm;Akam agne
;asti ugr;aH
Biy;asA ;aparaH
p;arvatena ;acyutA
marutaH y;AmaH
t;ena dev;aH
pAhi ;aMhasaH
avam;ABiH arv;Ak
z;acyA n;i
p;Adi z;uSZaH
ay;A ha
;antaraH tutury;At
raTyA yAtam
v;ayaH ucyate
d;uvaH ;A
s;a kSeSat
s;am st;omAsaH
samr;Aje bqhat;e
vqzc;advanam kqSZ;ayAmam
puruz;AkatamA pratn;A
tvA purut;amasya
aG;AH ary;aH
n;a seduH
vA y;aH
any;at v;iSurUpe
zoc;iSA dadqze
p;iba t;u
;indram t;am
saKAyaH s;am
mat;iBiH z;aviSWam
dev;atAtA tuj;A
;aYjasA anuz;Asati
te puruhUta
vAy;um pqZanti
carSaZ;ayaH yajY;eBiH
m;anma sADaya
sma carSaZ;ayaH
Ar;eaGAH asm;e
sUn;uH n;a
te carSaZ;ayaH
v;arDAt br;ahma
avIH naH
indra anayanta
z;avasA n;a
;UrmyAyAH zr;avaH
vajr;I vitantas;AyyaH
v;i paT;aH
t;A n;avyasaH
dasyuh;antamam DanaMjay;am
y;A ukS;aBiH
qt;asya ;aDa
s;anti DAn;AH
;indraH vqtr;AZi
vizv;adevaH B;Umim
dev;eBiH m;AnuSe
Az;Un pipqtam
sam;iDA havy;adAtim
h;avam vqSaZA
z;ambaram m;ade
vaha aB;i
eS;aH ap;aH
tan;UH st;omeBiH
g;AvO aruS;A
KidvaH p;uruhUta
ut;a sy;A
Av;iH s;Uryam
dev;AsaH ;adaduH
te yajY;aH
s;Idantu goSW;e
s;AraTaye kar
Diy;aH ;aBavaH
can;a enoH
;induBiH y;atra
v;eSi rAy;aH
t;asya t;AH
n;a riSyema
raZv;am ;avase
y;asya tIvras;utam
;A kS;odaH
y;e r;ADasA
B;agaH naH
tanv:e gqZAn;aH
Bar;advAjAH ut;a
uttam;eBiH t;A
indra d;AmanvantaH
As;an ;A
v;qSaZam z;uSmam
BUvan rudr;asya
t;A r;AjAnA
ucy;ate mAt;uH
y;at ;araDram
v;aMsagaH ;agne
ih;a v;aktvAni
n;qByaH ukT;EH
;ojaH ;amartyAH
v;i d;uraH
vay;Avantam s;a
syatam muYc;atam
puruhUta boDi
vEzvAnar;am raTy:am
s;adaH kqZavase
somy;am m;aDu
iDm;aBqtiH pakT;I
sv;agUrtAH pr;a
nazanti n;a
;aSAXena z;avasA
Dehi dyum;ataH
t;ugrasya sUn;um
